id,abstract,filt_abstract,entity
698,"BACKGROUND: Cyenopyrafen is a recently developed acaricide with a new mode of action as a complex II inhibitor. However, it was recently shown that cross-resistance to cyenopyrafen can occur in resistant field strains of Tetranychus urticae, which might be linked to the previous use of classical METI acaricides. Here, we selected for cyenopyrafen resistance and studied the molecular mechanisms that underlie resistance. RESULTS: Selection for cyenopyrafen resistance confers cross-resistance to the complex II inhibitor cyflumetofen, but also to pyridaben, a frequently used complex I inhibitor. Cyenopyrafen resistance is highly synergised by piperonyl butoxide, and a 15-fold higher P450 activity was detected in the resistant strain. Genome-wide gene expression data, followed by a meta-analysis of previously obtained gene expression data, revealed the overexpression specifically of CYP392A11 and CYP392A12. CONCLUSIONS: Cyenopyrafen resistance is strongly linked to the overexpression of two P450s, which probably explains the observed cross-resistance. This information is highly valuable, as the novel complex II inhibitors cyenopyrafen and cyflumetofen are in the process of worldwide registration. The role of both CYP392A11 and CYP392A12 should be further supported by functional expression, but they are very promising candidates as molecular diagnostic markers for monitoring cyenopyrafen susceptibility in the field.","BACKGROUND: Cyenopyrafen is a recently developed acaricide with a new mode of action as a complex II inhibitor. However, it was recently shown that cross-resistance to cyenopyrafen can occur in resistant field strains of Tetranychus urticae, which might be linked to the previous use of classical METI acaricides. Here, we selected for cyenopyrafen resistance and studied the molecular mechanisms that underlie resistance. RESULTS: Selection for cyenopyrafen resistance confers cross-resistance to the complex II inhibitor cyflumetofen, but also to pyridaben, a frequently used complex I inhibitor. Cyenopyrafen resistance is highly synergised by piperonyl butoxide, and a 15-fold higher P450 activity was detected in the resistant strain. Genome-wide gene expression data, followed by a meta-analysis of previously obtained gene expression data, revealed the overexpression specifically of CYP392A11 and CYP392A12. CONCLUSIONS: Cyenopyrafen resistance is strongly linked to the overexpression of two P450s, which probably explains the observed cross-resistance. This information is highly valuable, as the novel complex II inhibitors cyenopyrafen and cyflumetofen are in the process of worldwide registration. The role of both CYP392A11 and CYP392A12 should be further supported by functional expression, but they are very promising candidates as molecular diagnostic markers for monitoring cyenopyrafen susceptibility in the field.","('Species: Tetranychus urticae; Pesticides: piperonyl butoxide, cyenopyrafen, cyflumetofen, Cyenopyrafen, pyridaben; Resistance_factor_value: null; Location: null; Gene: CYP392A12, P450, CYP392A11, P450s; Year: null', 'BACKGROUND: Cyenopyrafen is a recently developed acaricide with a new mode of action as a complex II inhibitor. However, it was recently shown that cross-resistance to cyenopyrafen can occur in resistant field strains of Tetranychus urticae, which might be linked to the previous use of classical METI acaricides. Here, we selected for cyenopyrafen resistance and studied the molecular mechanisms that underlie resistance. RESULTS: Selection for cyenopyrafen resistance confers cross-resistance to the complex II inhibitor cyflumetofen, but also to pyridaben, a frequently used complex I inhibitor. Cyenopyrafen resistance is highly synergised by piperonyl butoxide, and a 15-fold higher P450 activity was detected in the resistant strain. Genome-wide gene expression data, followed by a meta-analysis of previously obtained gene expression data, revealed the overexpression specifically of CYP392A11 and CYP392A12. CONCLUSIONS: Cyenopyrafen resistance is strongly linked to the overexpression of two P450s, which probably explains the observed cross-resistance. This information is highly valuable, as the novel complex II inhibitors cyenopyrafen and cyflumetofen are in the process of worldwide registration. The role of both CYP392A11 and CYP392A12 should be further supported by functional expression, but they are very promising candidates as molecular diagnostic markers for monitoring cyenopyrafen susceptibility in the field.')"
700,"Pyrethroids are a class of voltage-dependent sodium channel modifiers widely used as insecticides for control of disease vectors and agricultural pests. Many insect populations have developed resistance to pyrethroids linked to nervous system insensitivity and structural mutations in neuronal sodium channels. Pyrethroid resistant strains of the moth Heliothis virescens carry single point mutations leading to amino acid substitutions in either transmembrane segment I-S6 (V421M) or II-S6 (L1029H) of the para-homologous sodium channel. We analyzed the consequences of V421M and L1029H mutations constructed in the Drosophila para sodium channel heterologously expressed in Xenopus oocytes, and found that both mutations confer channel insensitivity to permethrin, with the L1029H mutation having a more pronounced effect.","Pyrethroids are a class of voltage-dependent sodium channel modifiers widely used as insecticides for control of disease vectors and agricultural pests. Many insect populations have developed resistance to pyrethroids linked to nervous system insensitivity and structural mutations in neuronal sodium channels. Pyrethroid resistant strains of the moth Heliothis virescens carry single point mutations leading to amino acid substitutions in either transmembrane segment I-S6 (V421M) or II-S6 (L1029H) of the para-homologous sodium channel. We analyzed the consequences of V421M and L1029H mutations constructed in the Drosophila para sodium channel heterologously expressed in Xenopus oocytes, and found that both mutations confer channel insensitivity to permethrin, with the L1029H mutation having a more pronounced effect.","('Species: Heliothis virescens; Pesticides: permethrin; Resistance_factor_value: null; Location: null; Gene: para; Year: null', 'Pyrethroid resistant strains of the moth Heliothis virescens carry single point mutations leading to amino acid substitutions in either transmembrane segment I-S6 (V421M) or II-S6 (L1029H) of the para-homologous sodium channel. We analyzed the consequences of V421M and L1029H mutations constructed in the Drosophila para sodium channel heterologously expressed in Xenopus oocytes, and found that both mutations confer channel insensitivity to permethrin, with the L1029H mutation having a more pronounced effect.')"
704,"Engorged females of Rhipicephalus microplus were collected from 30 cattle farms in Yucatan, Mexico to evaluate ivermectin resistance. Resistance ratio (RR) of each tick sample was calculated by dividing its LC with that of an ivermectin-susceptible strain (Deutch). Field populations of R. microplus demonstrated various levels of resistance to ivermectin. The top three resistant populations were CHPAT (RR(50)=10.23, RR(99)=179.6), SDGO (RR(50)=7.37, RR(99)=115.3) and FND (RR(50)=7.09, RR(99)=50.22). The level of ivermectin resistance in most tick samples from cattle farms in Yucatan, Mexico were relatively low.","Engorged females of Rhipicephalus microplus were collected from 30 cattle farms in Yucatan, Mexico to evaluate ivermectin resistance. Resistance ratio (RR) of each tick sample was calculated by dividing its LC with that of an ivermectin-susceptible strain (Deutch). Field populations of R. microplus demonstrated various levels of resistance to ivermectin. The top three resistant populations were CHPAT (RR(50)=10.23, RR(99)=179.6), SDGO (RR(50)=7.37, RR(99)=115.3) and FND (RR(50)=7.09, RR(99)=50.22). The level of ivermectin resistance in most tick samples from cattle farms in Yucatan, Mexico were relatively low.","('Species: R. microplus, Rhipicephalus microplus; Pesticides: ivermectin; Resistance_factor_value: RR(50)=10.23,, RR(99)=179.6, RR(99)=50.22, RR(99)=115.3, RR(50)=7.37,, RR(50)=7.09,; Location: Mexico, Yucatan; Gene: null; Year: null', 'Engorged females of Rhipicephalus microplus were collected from 30 cattle farms in Yucatan, Mexico to evaluate ivermectin resistance. Resistance ratio (RR) of each tick sample was calculated by dividing its LC with that of an ivermectin-susceptible strain (Deutch). Field populations of R. microplus demonstrated various levels of resistance to ivermectin. The top three resistant populations were CHPAT (RR(50)=10.23, RR(99)=179.6), SDGO (RR(50)=7.37, RR(99)=115.3) and FND (RR(50)=7.09, RR(99)=50.22). The level of ivermectin resistance in most tick samples from cattle farms in Yucatan, Mexico were relatively low.')"
709,"What has driven the sweep of the Accord retrotransposon insertion allele of CYP6G1 in the natural populations of Drosophila melanogaster is unknown. Previous studies on the DDT selection hypothesis produced conflicting data. To reexamine the DDT selection hypothesis and search for alternative explanations, we conducted a series of correlation and genetic linkage experiments with eight D. melanogaster natural populations collected from California (CM1, CM2, CM3, and CM7) and Africa (AM2, AM3, AM4, AM7). Diagnostic PCR showed that CM1, CM2, CM7, and AM3 have the Accord insertion in the CYP6G1 locus, whereas the other four strains do not. RT-PCR analysis exhibits a 100% correlation between Accord insertion and CYP6G1 overexpression. However, among the four strains with Accord-mediated CYP6G1 overexpression only CM1 and CM7 are resistant to DDT, and the other two strains (CM2 and AM3), like the four Accord-free strains, are susceptible to DDT. By contrast, all the four strains with Accord-mediated CYP6G1 overexpression are resistant to nicotine, a plant allelochemical. Genetic crosses between DDT resistant and susceptible Accord-insertion strains, as well as crosses between Accord-insertion and Accord-free strains demonstrated that Accord insertion and CYP6G1 overexpression are genetically linked to nicotine resistance rather than DDT resistance. These results suggest that naturally-occurring allelochemicals such as nicotine are the initial driving force for the worldwide prevalence of the Accord insertion allele of CYP6G1 in D. melanogaster natural populations.","What has driven the sweep of the Accord retrotransposon insertion allele of CYP6G1 in the natural populations of Drosophila melanogaster is unknown. Previous studies on the DDT selection hypothesis produced conflicting data. To reexamine the DDT selection hypothesis and search for alternative explanations, we conducted a series of correlation and genetic linkage experiments with eight D. melanogaster natural populations collected from California (CM1, CM2, CM3, and CM7) and Africa (AM2, AM3, AM4, AM7). Diagnostic PCR showed that CM1, CM2, CM7, and AM3 have the Accord insertion in the CYP6G1 locus, whereas the other four strains do not. RT-PCR analysis exhibits a 100% correlation between Accord insertion and CYP6G1 overexpression. However, among the four strains with Accord-mediated CYP6G1 overexpression only CM1 and CM7 are resistant to DDT, and the other two strains (CM2 and AM3), like the four Accord-free strains, are susceptible to DDT. By contrast, all the four strains with Accord-mediated CYP6G1 overexpression are resistant to nicotine, a plant allelochemical. Genetic crosses between DDT resistant and susceptible Accord-insertion strains, as well as crosses between Accord-insertion and Accord-free strains demonstrated that Accord insertion and CYP6G1 overexpression are genetically linked to nicotine resistance rather than DDT resistance. These results suggest that naturally-occurring allelochemicals such as nicotine are the initial driving force for the worldwide prevalence of the Accord insertion allele of CYP6G1 in D. melanogaster natural populations.","('Species: D. melanogaster, Drosophila melanogaster; Pesticides: DDT, nicotine; Resistance_factor_value: null; Location: Africa, California; Gene: Accord, CYP6G1; Year: null', 'What has driven the sweep of the Accord retrotransposon insertion allele of CYP6G1 in the natural populations of Drosophila melanogaster is unknown. Previous studies on the DDT selection hypothesis produced conflicting data. To reexamine the DDT selection hypothesis and search for alternative explanations, we conducted a series of correlation and genetic linkage experiments with eight D. melanogaster natural populations collected from California (CM1, CM2, CM3, and CM7) and Africa (AM2, AM3, AM4, AM7). Diagnostic PCR showed that CM1, CM2, CM7, and AM3 have the Accord insertion in the CYP6G1 locus, whereas the other four strains do not. RT-PCR analysis exhibits a 100% correlation between Accord insertion and CYP6G1 overexpression. However, among the four strains with Accord-mediated CYP6G1 overexpression only CM1 and CM7 are resistant to DDT, and the other two strains (CM2 and AM3), like the four Accord-free strains, are susceptible to DDT. By contrast, all the four strains with Accord-mediated CYP6G1 overexpression are resistant to nicotine, a plant allelochemical. Genetic crosses between DDT resistant and susceptible Accord-insertion strains, as well as crosses between Accord-insertion and Accord-free strains demonstrated that Accord insertion and CYP6G1 overexpression are genetically linked to nicotine resistance rather than DDT resistance. These results suggest that naturally-occurring allelochemicals such as nicotine are the initial driving force for the worldwide prevalence of the Accord insertion allele of CYP6G1 in D. melanogaster natural populations.')"
710,"BACKGROUND: Pyrethroids are increasingly used to block the transmission of diseases spread by Aedes aegypti such as dengue and yellow fever. However, insecticide resistance poses a serious threat, thus there is an urgent need to identify the genes and proteins associated with pyrethroid resistance in order to produce effective counter measures. In Ae. aegypti, overexpression of P450s such as the CYP9J32 gene have been linked with pyrethroid resistance. Our aim was to confirm the role of CYP9J32 and other P450s in insecticide metabolism in order to identify potential diagnostic resistance markers. METHODOLOGY/PRINCIPAL FINDINGS: We have expressed CYP9J32 in Escherichia coli and show that the enzyme can metabolize the pyrethroids permethrin and deltamethrin. In addition, three other Ae. aegypti P450s (CYP9J24, CYP9J26, CYP9J28) were found capable of pyrethroid metabolism, albeit with lower activity. Both Ae. aegypti and Anopheles gambiae P450s (CYP's 6M2, 6Z2, 6P3) were screened against fluorogenic and luminescent substrates to identify potential diagnostic probes for P450 activity. Luciferin-PPXE was preferentially metabolised by the three major pyrethroid metabolisers (CYP9J32, CYP6M2 and CYP6P3), identifying a potential diagnostic substrate for these P450s. CONCLUSIONS/SIGNIFICANCE: P450s have been identified with the potential to confer pyrethroid resistance in Ae.aegypti. It is recommended that over expression of these enzymes should be monitored as indicators of resistance where pyrethroids are used.","BACKGROUND: Pyrethroids are increasingly used to block the transmission of diseases spread by Aedes aegypti such as dengue and yellow fever. However, insecticide resistance poses a serious threat, thus there is an urgent need to identify the genes and proteins associated with pyrethroid resistance in order to produce effective counter measures. In Ae. aegypti, overexpression of P450s such as the CYP9J32 gene have been linked with pyrethroid resistance. Our aim was to confirm the role of CYP9J32 and other P450s in insecticide metabolism in order to identify potential diagnostic resistance markers. METHODOLOGY/PRINCIPAL FINDINGS: We have expressed CYP9J32 in Escherichia coli and show that the enzyme can metabolize the pyrethroids permethrin and deltamethrin. In addition, three other Ae. aegypti P450s (CYP9J24, CYP9J26, CYP9J28) were found capable of pyrethroid metabolism, albeit with lower activity. Both Ae. aegypti and Anopheles gambiae P450s (CYP's 6M2, 6Z2, 6P3) were screened against fluorogenic and luminescent substrates to identify potential diagnostic probes for P450 activity. Luciferin-PPXE was preferentially metabolised by the three major pyrethroid metabolisers (CYP9J32, CYP6M2 and CYP6P3), identifying a potential diagnostic substrate for these P450s. CONCLUSIONS/SIGNIFICANCE: P450s have been identified with the potential to confer pyrethroid resistance in Ae.aegypti. It is recommended that over expression of these enzymes should be monitored as indicators of resistance where pyrethroids are used.","('Species: Aedes aegypti, Ae.aegypti, Anopheles gambiae, Ae. aegypti; Pesticides: permethrin, ethroid, pyrethroid, deltamethrin; Resistance_factor_value: null; Location: null; Gene: CYP6P3, CYP9J26, CYP9J24, CYP9J32, 6P3, 6Z2, 6M2, P450, CYP9J28, P450s, CYP6M2; Year: null', ""BACKGROUND: Pyrethroids are increasingly used to block the transmission of diseases spread by Aedes aegypti such as dengue and yellow fever. In Ae. aegypti, overexpression of P450s such as the CYP9J32 gene have been linked with pyrethroid resistance. Our aim was to confirm the role of CYP9J32 and other P450s in insecticide metabolism in order to identify potential diagnostic resistance markers. METHODOLOGY/PRINCIPAL FINDINGS: We have expressed CYP9J32 in Escherichia coli and show that the enzyme can metabolize the pyrethroids permethrin and deltamethrin. In addition, three other Ae. aegypti P450s (CYP9J24, CYP9J26, CYP9J28) were found capable of pyrethroid metabolism, albeit with lower activity. Both Ae. aegypti and Anopheles gambiae P450s (CYP's 6M2, 6Z2, 6P3) were screened against fluorogenic and luminescent substrates to identify potential diagnostic probes for P450 activity. Luciferin-PPXE was preferentially metabolised by the three major pyrethroid metabolisers (CYP9J32, CYP6M2 and CYP6P3), identifying a potential diagnostic substrate for these P450s. CONCLUSIONS/SIGNIFICANCE: P450s have been identified with the potential to confer pyrethroid resistance in Ae.aegypti."")"
712,"The chromosomal locations of several genes responsible for increased malathion resistance in a laboratory-selected population of Drosophila melanogaster have been determined. These genes appear to be involved in the regulation of microsomal cytochrome P-450. A major gene on chromosome 2 (2-64) and at least two genes on chromosome 3 (near 3-58) control increased mixed function oxidase activity, and both larval and adult malathion resistance. Although the chromosome 2 locus was not associated with a significant increase in cytochrome P-450 content, SDS polyacrylamide gel electrophoresis of microsomal proteins detected increased silver staining of a polypeptide having a relative molecular mass (Mr) of about 52,000. Microsomes from strains carrying the chromosome 3 factors for resistance contained more cytochrome P-450 and increased amounts of two heme-staining protein bands (Mr = 50,000 and 54,000). The genes regulating these proteins were closely linked to striped at 3-62 and probably identical to the loci responsible for malathion resistance and increased mixed function oxidase activity. Other R genes on both chromosomes 2 and 3 as well as target resistance were required for the full expression of malathion resistance in the selected Drosophila population. Exposure of this Drosophila melanogaster population to malathion selected a polygenic system for the oxidative metabolism of insecticide.","The chromosomal locations of several genes responsible for increased malathion resistance in a laboratory-selected population of Drosophila melanogaster have been determined. These genes appear to be involved in the regulation of microsomal cytochrome P-450. A major gene on chromosome 2 (2-64) and at least two genes on chromosome 3 (near 3-58) control increased mixed function oxidase activity, and both larval and adult malathion resistance. Although the chromosome 2 locus was not associated with a significant increase in cytochrome P-450 content, SDS polyacrylamide gel electrophoresis of microsomal proteins detected increased silver staining of a polypeptide having a relative molecular mass (Mr) of about 52,000. Microsomes from strains carrying the chromosome 3 factors for resistance contained more cytochrome P-450 and increased amounts of two heme-staining protein bands (Mr = 50,000 and 54,000). The genes regulating these proteins were closely linked to striped at 3-62 and probably identical to the loci responsible for malathion resistance and increased mixed function oxidase activity. Other R genes on both chromosomes 2 and 3 as well as target resistance were required for the full expression of malathion resistance in the selected Drosophila population. Exposure of this Drosophila melanogaster population to malathion selected a polygenic system for the oxidative metabolism of insecticide.","('Species: Drosophila melanogaster, Drosophila; Pesticides: malathion, acrylamide; Resistance_factor_value: null; Location: null; Gene: cytochrome P-450, cytochrome, P-450, mixed function oxidase, R; Year: null', 'The chromosomal locations of several genes responsible for increased malathion resistance in a laboratory-selected population of Drosophila melanogaster have been determined. These genes appear to be involved in the regulation of microsomal cytochrome P-450. A major gene on chromosome 2 (2-64) and at least two genes on chromosome 3 (near 3-58) control increased mixed function oxidase activity, and both larval and adult malathion resistance. Although the chromosome 2 locus was not associated with a significant increase in cytochrome P-450 content, SDS polyacrylamide gel electrophoresis of microsomal proteins detected increased silver staining of a polypeptide having a relative molecular mass (Mr) of about 52,000. Microsomes from strains carrying the chromosome 3 factors for resistance contained more cytochrome P-450 and increased amounts of two heme-staining protein bands (Mr = 50,000 and 54,000). The genes regulating these proteins were closely linked to striped at 3-62 and probably identical to the loci responsible for malathion resistance and increased mixed function oxidase activity. Other R genes on both chromosomes 2 and 3 as well as target resistance were required for the full expression of malathion resistance in the selected Drosophila population. Exposure of this Drosophila melanogaster population to malathion selected a polygenic system for the oxidative metabolism of insecticide.')"
713,"The glycogen branching enzyme (GBE) gene has been cloned from Culex pipiens pallens. The deduced amino acid sequence shares 82% and 60% identity with GBE genes from Aedes aegypti and Homo sapiens. Transcript expression of GBE was determined by real-time polymerase chain reaction in deltamethrin-susceptible and deltamethrin-resistant strains of the Culex mosquito. The results demonstrated that this gene has 19.7-fold higher expression in deltamethrin-resistant strain. Unexpectedly, the following study showed that cell proliferation decreased obviously in the GBE overexpression group compared to the empty vector control or the unrelated gene when treated by deltamethrin in the mosquito C6/36 cells whose mechanism is still unexplained. Our study provides the first direct evidence that GBE gene may play some role in the development of deltamethrin resistance in C. pipiens pallens.","The glycogen branching enzyme (GBE) gene has been cloned from Culex pipiens pallens. The deduced amino acid sequence shares 82% and 60% identity with GBE genes from Aedes aegypti and Homo sapiens. Transcript expression of GBE was determined by real-time polymerase chain reaction in deltamethrin-susceptible and deltamethrin-resistant strains of the Culex mosquito. The results demonstrated that this gene has 19.7-fold higher expression in deltamethrin-resistant strain. Unexpectedly, the following study showed that cell proliferation decreased obviously in the GBE overexpression group compared to the empty vector control or the unrelated gene when treated by deltamethrin in the mosquito C6/36 cells whose mechanism is still unexplained. Our study provides the first direct evidence that GBE gene may play some role in the development of deltamethrin resistance in C. pipiens pallens.","('Species: Culex pipiens, Aedes aegypti, C. pipiens, Homo sapiens; Pesticides: deltamethrin; Resistance_factor_value: null; Location: null; Gene: glycogen branching enzyme, GBE; Year: null', 'The glycogen branching enzyme (GBE) gene has been cloned from Culex pipiens pallens. The deduced amino acid sequence shares 82% and 60% identity with GBE genes from Aedes aegypti and Homo sapiens. Transcript expression of GBE was determined by real-time polymerase chain reaction in deltamethrin-susceptible and deltamethrin-resistant strains of the Culex mosquito. The results demonstrated that this gene has 19.7-fold higher expression in deltamethrin-resistant strain. Unexpectedly, the following study showed that cell proliferation decreased obviously in the GBE overexpression group compared to the empty vector control or the unrelated gene when treated by deltamethrin in the mosquito C6/36 cells whose mechanism is still unexplained. Our study provides the first direct evidence that GBE gene may play some role in the development of deltamethrin resistance in C. pipiens pallens.')"
714,"The problem of pyrethroid-resistance in head lice, Pediculus humanus capitis (De Geer), is growing worldwide, and an insensitive sodium channel is suspected as the major mechanism of this resistance. We sequenced an open reading frame (ORF) encoding for the para-orthologous sodium channel from an insecticide-susceptible strain of the body louse, Pediculus humanus humanus , based on conserved peptide sequences and a known partial gene sequence. Phenothrin-susceptible and -resistant head louse colonies from Japanese were individually analyzed for point mutations of the sodium channel cDNA; susceptible head and body lice differed in double homozygous synonymous substitutions. The latter two substitutions coincided with those of pyrethroid-resistant head lice in the U.S. The potential mechanisms of head louse pyrethroid-resistance are discussed based on the four structural changes of the target molecule.","The problem of pyrethroid-resistance in head lice, Pediculus humanus capitis (De Geer), is growing worldwide, and an insensitive sodium channel is suspected as the major mechanism of this resistance. We sequenced an open reading frame (ORF) encoding for the para-orthologous sodium channel from an insecticide-susceptible strain of the body louse, Pediculus humanus humanus , based on conserved peptide sequences and a known partial gene sequence. Phenothrin-susceptible and -resistant head louse colonies from Japanese were individually analyzed for point mutations of the sodium channel cDNA; susceptible head and body lice differed in double homozygous synonymous substitutions. The latter two substitutions coincided with those of pyrethroid-resistant head lice in the U.S. The potential mechanisms of head louse pyrethroid-resistance are discussed based on the four structural changes of the target molecule.","('Species: Pediculus humanus, Pediculus humanus human; Pesticides: Phenothrin; Resistance_factor_value: null; Location: Japanese; Gene: cDNA; Year: null', 'The problem of pyrethroid-resistance in head lice, Pediculus humanus capitis (De Geer), is growing worldwide, and an insensitive sodium channel is suspected as the major mechanism of this resistance. We sequenced an open reading frame (ORF) encoding for the para-orthologous sodium channel from an insecticide-susceptible strain of the body louse, Pediculus humanus humanus (L. Phenothrin-susceptible and -resistant head louse colonies from Japanese were individually analyzed for point mutations of the sodium channel cDNA; susceptible head and body lice differed in double homozygous synonymous substitutions.')"
730,"The peach-potato aphid Myzus persicae is a pest of many commercial crops due to its polyphagous nature of feeding and has a well-documented history of acquiring resistance to insecticides. In 2009 a strain (M. persicae FRC) emerged in southern France with a point mutation (R81T) at the nicotinic acetylcholine receptor (nAChR), the target site for neonicotinoids such as imidacloprid. This point mutation was associated with the loss of the high affinity imidacloprid binding site (pM Kd), with the single remaining binding site (low nM Kd) highly overexpressed compared to laboratory controls (Bass et al., 2011 [1]). Here we report that after 2years of continuous selection in the glass house environment with neonicotinoids, the total level of IMD-sensitive nAChRs (low nM Kd) in M. persicae FRC is now comparable to laboratory controls (pM and low nM Kd). Interestingly, despite this large reduction in IMD-sensitive nAChRs, this was not associated with any significant alteration in NNIC-lethality. Additionally, sustained absence of neonicotinoid-selection did not alter nAChR protein levels. We suggest that alterations in nAChR protein expression level described in the original characterisation of the field-isolated M. persicae FRC is unlikely to have been a direct consequence of the R81T mutation. Rather, we speculate that nAChR expression in aphids is likely influenced by as yet unknown conditions in the natural field environment that are absent in the laboratory setting.","The peach-potato aphid Myzus persicae is a pest of many commercial crops due to its polyphagous nature of feeding and has a well-documented history of acquiring resistance to insecticides. In 2009 a strain (M. persicae FRC) emerged in southern France with a point mutation (R81T) at the nicotinic acetylcholine receptor (nAChR), the target site for neonicotinoids such as imidacloprid. This point mutation was associated with the loss of the high affinity imidacloprid binding site (pM Kd), with the single remaining binding site (low nM Kd) highly overexpressed compared to laboratory controls (Bass et al., 2011 [1]). Here we report that after 2years of continuous selection in the glass house environment with neonicotinoids, the total level of IMD-sensitive nAChRs (low nM Kd) in M. persicae FRC is now comparable to laboratory controls (pM and low nM Kd). Interestingly, despite this large reduction in IMD-sensitive nAChRs, this was not associated with any significant alteration in NNIC-lethality. Additionally, sustained absence of neonicotinoid-selection did not alter nAChR protein levels. We suggest that alterations in nAChR protein expression level described in the original characterisation of the field-isolated M. persicae FRC is unlikely to have been a direct consequence of the R81T mutation. Rather, we speculate that nAChR expression in aphids is likely influenced by as yet unknown conditions in the natural field environment that are absent in the laboratory setting.","('Species: M. persicae, Myzus persicae; Pesticides: imidacloprid; Resistance_factor_value: null; Location: southern France; Gene: receptor, IM, nAChRs, nAChR; Year: 2009', 'The peach-potato aphid Myzus persicae is a pest of many commercial crops due to its polyphagous nature of feeding and has a well-documented history of acquiring resistance to insecticides. In 2009 a strain (M. persicae FRC) emerged in southern France with a point mutation (R81T) at the nicotinic acetylcholine receptor (nAChR), the target site for neonicotinoids such as imidacloprid. This point mutation was associated with the loss of the high affinity imidacloprid binding site (pM Kd), with the single remaining binding site (low nM Kd) highly overexpressed compared to laboratory controls (Bass et al., 2011 [1]). Here we report that after 2years of continuous selection in the glass house environment with neonicotinoids, the total level of IMD-sensitive nAChRs (low nM Kd) in M. persicae FRC is now comparable to laboratory controls (pM and low nM Kd). Interestingly, despite this large reduction in IMD-sensitive nAChRs, this was not associated with any significant alteration in NNIC-lethality. Additionally, sustained absence of neonicotinoid-selection did not alter nAChR protein levels. We suggest that alterations in nAChR protein expression level described in the original characterisation of the field-isolated M. persicae FRC is unlikely to have been a direct consequence of the R81T mutation. Rather, we speculate that nAChR expression in aphids is likely influenced by as yet unknown conditions in the natural field environment that are absent in the laboratory setting.')"
734,"A disrupted allele (r1) of a cadherin gene (Ha_BtR) is genetically associated with incompletely recessive resistance to Bacillus thuringiensis toxin Cry1Ac in a Cry1Ac-selected strain (GYBT) of Helicoverpa armigera. The r1 allele of Ha_BtR was introgressed into a susceptible SCD strain by crossing the GYBT strain to the SCD strain, followed by repeated backcrossing to the SCD strain and molecular marker assisted family selection. The introgressed strain (designated as SCD-r1, carrying homozygous r1 allele) obtained 438-fold resistance to Cry1Ac, >41-fold resistance to Cry1Aa and 31-fold resistance Cry1Ab compared with the SCD strain; however, there was no significant difference in susceptibility to Cry2Aa between the integrated and parent strains. It confirms that the loss of function mutation of Ha_BtR alone can confer medium to high levels of resistance to the three Cry1A toxins in H. armigera. Reciprocal crosses between the SCD and SCD-r1 strains showed that resistance to Cry1Ac in the SCD-r1 strain was completely recessive. The toxicity of two chemical insecticides, fenvalerate and monocrotophos, against the SCD-r1 strain was not significantly different from that to the SCD strain. However, larval development time of the SCD-r1 strain was significantly longer than that of the SCD strain, indicating a fitness cost of slower larval growth is associated with Ha_BtR disruption in H. armigera.","A disrupted allele (r1) of a cadherin gene (Ha_BtR) is genetically associated with incompletely recessive resistance to Bacillus thuringiensis toxin Cry1Ac in a Cry1Ac-selected strain (GYBT) of Helicoverpa armigera. The r1 allele of Ha_BtR was introgressed into a susceptible SCD strain by crossing the GYBT strain to the SCD strain, followed by repeated backcrossing to the SCD strain and molecular marker assisted family selection. The introgressed strain (designated as SCD-r1, carrying homozygous r1 allele) obtained 438-fold resistance to Cry1Ac, >41-fold resistance to Cry1Aa and 31-fold resistance Cry1Ab compared with the SCD strain; however, there was no significant difference in susceptibility to Cry2Aa between the integrated and parent strains. It confirms that the loss of function mutation of Ha_BtR alone can confer medium to high levels of resistance to the three Cry1A toxins in H. armigera. Reciprocal crosses between the SCD and SCD-r1 strains showed that resistance to Cry1Ac in the SCD-r1 strain was completely recessive. The toxicity of two chemical insecticides, fenvalerate and monocrotophos, against the SCD-r1 strain was not significantly different from that to the SCD strain. However, larval development time of the SCD-r1 strain was significantly longer than that of the SCD strain, indicating a fitness cost of slower larval growth is associated with Ha_BtR disruption in H. armigera.","('Species: Helicoverpa armigera, H. armigera; Pesticides: Bacillus thuringiensis, Cry1A, Cry2Aa, Cry1Ab, Cry1Ac, monocrotophos, Cry1Aa, fenvalerate; Resistance_factor_value: 31-fold, 41-fold, 438-fold; Location: null; Gene: cadherin, Ha_BtR; Year: null', 'A disrupted allele (r1) of a cadherin gene (Ha_BtR) is genetically associated with incompletely recessive resistance to Bacillus thuringiensis toxin Cry1Ac in a Cry1Ac-selected strain (GYBT) of Helicoverpa armigera. The r1 allele of Ha_BtR was introgressed into a susceptible SCD strain by crossing the GYBT strain to the SCD strain, followed by repeated backcrossing to the SCD strain and molecular marker assisted family selection. The introgressed strain (designated as SCD-r1, carrying homozygous r1 allele) obtained 438-fold resistance to Cry1Ac, >41-fold resistance to Cry1Aa and 31-fold resistance Cry1Ab compared with the SCD strain; however, there was no significant difference in susceptibility to Cry2Aa between the integrated and parent strains. It confirms that the loss of function mutation of Ha_BtR alone can confer medium to high levels of resistance to the three Cry1A toxins in H. armigera. Reciprocal crosses between the SCD and SCD-r1 strains showed that resistance to Cry1Ac in the SCD-r1 strain was completely recessive. The toxicity of two chemical insecticides, fenvalerate and monocrotophos, against the SCD-r1 strain was not significantly different from that to the SCD strain. However, larval development time of the SCD-r1 strain was significantly longer than that of the SCD strain, indicating a fitness cost of slower larval growth is associated with Ha_BtR disruption in H. armigera.')"
