label,text,id
0,"Two separate attempts to select the sugarcane borer, Diatraea saccharalis (F.), for resistance to tebufenozide were unsuccessful. Both selected colonies were lost after the fourth generation due to a lack of oviposition. Differences were not detected in fecundity or percent egg viability for 5-d-old third instars exposed to concentrations (EC5, EC15, and EC30) of tebufenozide for 7 d. Decreases (P < or = 0.01) in mean female pupal weights were detected in larvae exposed to EC15 and EC30 concentrations. An ovicidal impact using serial dilutions of tebufenozide (10, 100, and 200 ppm) also was detected. Percent viability was reduced from 98% for untreated eggs to 61% for eggs dipped in 10 ppm and below 6% for eggs dipped in > or = 100 ppm. Eggs treated with 200 ppm did not hatch. Though some embryonic development was observed on eggs treated with the high concentrations (100 and 200 ppm), sclerotization of head capsule was not apparent. The ovicidal property of tebufenozide may enhance its effectiveness in controlling populations of the D. saccharalis on an area-wide basis. Fecundity and egg viability were affected in later generations of selection; however, separate studies assessing individuals that were exposed to sublethal concentration (EC5, EC15, and EC30) of tebufenozide as third instars for 7 d in one generation did not detect differences.",4787
0,"BACKGROUND: The discovery of ecofriendly insecticides through a new strategy for aphid control is important because of the substantial resistance and unexpected eco-toxicity to honeybees caused by traditional insecticides. The insect kinins, a class of multifunctional insect neuropeptides, are considered for potential application in pest control. In our previous work we developed several series of insect kinin analogues and found a promising lead II-1 with good aphicidal activity. To seek further eco-friendly aphicides, the optimization of II-1 is carried out in this study. RESULTS: Fifteen novel Yaa(3) modified analogues based on the lead II-1 were synthesized. The aphicidal tests indicated that IV-3, IV-5 and IV-10 exhibited significant activity against the soybean aphid Aphis glycines with LC(50) values of 0.0029, 0.0072 and 0.0086 mmol L(-1) , respectively, higher than that of lead II-1 and the commercial Pymetrozine. The molecular modeling results showed that analogues II-1, IV-3, IV-5, IV-7 and IV-10 formed a β-turn-like conformation, while the conformation of analogues IV-1, IV-2 and IV-9 seemed to be linear. Some structural elements favorable for the activity were proposed based on the conformation-activity relationship of the analogues. CONCLUSION: Insect kinin analogues derived from lead II-1 by modifying the hydrolysis site Yaa(3) with natural, sterically hindered α- and β-amino acids showed great potential as eco-friendly insecticides. Inspiringly, the most active analogue IV-3 can be a candidate for further development. The β-turn-like conformation and the orientation of the aromatic rings of the side chain of Phe(2) and Trp(4) may be critical factors beneficial to activity. © 2019 Society of Chemical Industry.",15310
1,"BACKGROUND: This study provides detailed characteristics of vector populations in preparation for a three-arm cluster randomized controlled trial (RCT) aiming to compare the community impact of dual active-ingredient (AI) long-lasting insecticidal nets (LLINs) that combine two novel insecticide classes-chlorfenapyr or pyriproxifen-with alpha-cypermethrin to improve the prevention of malaria transmitted by insecticide-resistant vectors compared to standard pyrethroid LLINs. METHODS: The study was carried out in 60 villages across Cove, Zangnanando and Ouinhi districts, southern Benin. Mosquito collections were performed using human landing catches (HLCs). After morphological identification, a sub-sample of Anopheles gambiae s.l. were dissected for parity, analyzed by PCR for species and presence of L1014F kdr mutation and by ELISA-CSP to identify Plasmodium falciparum sporozoite infection. WHO susceptibility tube tests were performed by exposing adult An. gambiae s.l., collected as larvae from each district, to 0.05% alphacypermethrin, 0.75% permethrin, 0.1% bendiocarb and 0.25% pirimiphos-methyl. Synergist assays were also conducted with exposure first to 4% PBO followed by alpha-cypermethrin. RESULTS: An. gambiae s.l. (n = 10807) was the main malaria vector complex found followed by Anopheles funestus s.l. (n = 397) and Anopheles nili (n = 82). An. gambiae s.l. was comprised of An. coluzzii (53.9%) and An. gambiae s.s. (46.1%), both displaying a frequency of the L1014F kdr mutation >80%. Although more than 80% of people slept under standard LLIN, human biting rate (HBR) in An. gambiae s.l. was higher indoors [26.5 bite/person/night (95% CI: 25.2-27.9)] than outdoors [18.5 b/p/n (95% CI: 17.4-19.6)], as were the trends for sporozoite rate (SR) [2.9% (95% CI: 1.7-4.8) vs 1.8% (95% CI: 0.6-3.8)] and entomological inoculation rate (EIR) [21.6 infected bites/person/month (95% CI: 20.4-22.8) vs 5.4 (95% CI: 4.8-6.0)]. Parous rate was 81.6% (95%CI: 75.4-88.4). An. gambiae s.l. was resistant to alpha-cypermethrin and permethrin but, fully susceptible to bendiocarb and pirimiphos-methyl. PBO pre-exposure followed by alpha-cypermethrin treatment induced a higher 24 hours mortality compared to alphacypermethrin alone but not exceeding 40%. CONCLUSIONS: Despite a high usage of standard pyrethroid LLINs, the study area is characterized by intense malaria transmission. The main vectors An. coluzzii and An. gambiae s.s. were both highly resistant to pyrethroids and displayed multiple resistance mechanisms, L1014F kdr mutation and mixed function oxidases. These conditions of the study area make it an appropriate site to conduct the trial that aims to assess the effect of novel dual-AI LLINs on malaria transmitted by insecticide-resistant vectors.",11821
0,"Diabrotica spp. (Coleoptera: Chrysomelidae) beetles and southern green stink bugs, Nezara viridula (L.) (Heteroptera: Pentatomidae), are pests on corn, Zea mays L., and soybean, Glycine max (L.) Merr., as well as on cucurbits. Control of these insects has depended on chemicals. An alternative to chemical control is the use of biologicals. Use of bacteria, fungi, viruses, pheromones, and metabolites to control these insects can potentially improve resistance management and reduce pesticide use. Other than Bacillus thuringiensis Berliner, few bacteria have been discovered that are lethal to either of these pests. Chromobacterium subtsugae Martin et al., a newly described bacterium that is known to be toxic to Colorado potato beetle, Leptinotarsa decemlineata (Say), larvae, was found to be toxic to both diabroticite adult beetles and southern green stink bug adults. In laboratory assays, toxins produced by these bacteria kill 80-100% of the adults of two species of diabroticite beetles, Diabrotica undecimpunctata howardi Barber and Diabrotica virgifera virgifera LeConte, and 100% of southern green stink bug adults within 6 d. For green stink bug, live bacteria were not needed for toxicity.",466
0,"New and improved strategies for malaria control and prevention are urgently needed. As a contribution to an optimized personal protection strategy, a novel long-lasting insecticide and repellent-treated net (LLIRN) has been designed by binding combinations of permethrin plus N,N-diethyl-m-toluamide (DEET), or insect repellent 3535 (IR3535), and etofenprox plus DEET, onto fibres of bed net fabric employing a new multi-layer polymer-coating technique. Protective repellent efficacy, toxicological effectiveness and residual activity of 12 LLIRN types have been evaluated by laboratory testing against adult Aedes aegypti. The novel multi-layer LLIRN design allowed simultaneous embedding at concentrations up to 5,930 mg/m(2) for DEET, 3,408 mg/m(2) for IR3535, 2,296 mg/m(2) for permethrin and 2,349 mg/m(2) for etofenprox, respectively. IR3535 layers prevented co-binding of additional pyrethroid-containing polymer layers, thus making pyrethroids plus DEET LLIRNs an ideal combination. All LLIRNs revealed synergistic insecticidal effects which, when measured against concentration controls of the isolated compounds, were significant in all LLIRN types designed. DEET in DEET plus permethrin LLIRNs significantly (p鈥?鈥?.0001) reduced the concentration-dependent permethrin 100 % knockdown (KD) time from 55 to 75 %, the corresponding 100 % kill time (p鈥?鈥?.0001) from 55 to 64 %. DEET in DEET plus etofenprox LLIRNs reduced the dose-specific 100 % knockdown (KD) time of etofenprox from 42 to 50 % (p鈥?鈥?.004), the 100 % kill time from 25 to 38 % (p鈥?鈥?.0001). Permethrin or etofenprox did not influence spatial repellency of DEET or IR3535 on LLIRNs. Vice versa, DEET and IR3535 increased spatial and excitatory repellency and reduced landing and probing frequency on LLIRNs resulting in strongly enhanced biting protection, even at low concentrations. One hundred percent biting and probing protection of stored LLIRNs was preserved for 83 weeks with the 5,930 mg/m(2) DEET and 2,139 mg/m(2) etofenprox LLIRN, for 72 weeks with the 5,002 mg/m(2) DEET and 2,349 mg/m(2) etofenprox LLIRN, for 63 weeks with the 3,590 mg/m(2) DEET and 1,208 mg/m(2) permethrin LLRN, and for 61 weeks with the 4,711 mg/m(2) DEET and 702 mg/m(2) etofenprox LLIRN. Because 100 % bite protection with up to 75 % quicker contact toxicity of pyrethroids were documented, synergistic toxicological and repellent effects of multi-layer polymer-coating LLIRNs may overcome LLIN-triggered selection pressure for development of new kdr- and metabolic pyrethroid resistances while simultaneously increasing protective efficacy also against kdr- and metabolic pyrethroid-resistant mosquitoes substantially due to the repellent-induced effects of LLIRNs thus indicating that this approach is a promising new candidate for future bed net, curtain, and window screen impregnation aiming at optimized prevention from mosquito-borne diseases.",3589
0,"Anopheles gambiae mosquitoes were fed on 25 volunteers randomized to receive ivermectin or nothing. In mosquitoes feeding on volunteers given ivermectin the previous day, mean survival was 2.3 days, compared with 5.5 days in the control group (P < .001, by log-lank test). Mosquito mortality was 73%, 84%, and 89% on days 2, 3, and 4 in the ivermectin group. In mosquitoes fed 14 days after treatment, no difference was found between groups. Ivermectin is safe and has significant short-term insecticidal properties. A systemic insecticide taken by humans could help to control malaria in areas where mosquitoes are exophagic or exophilic and drug resistance is an urgent threat.",902
1,"Many cases of insecticide resistance in insect pests give resulting no-cost strains that retain the resistance genes even in the absence of the toxic stressor. Malathion (rac-diethyl 2-[(dimethoxyphosphorothioyl)sulfanyl]succinate) has been widely used against the red flour beetle, Tribolium castaneum Herbst. in stored products although no longer used. Malathion specific resistance in this pest is long lasting and widely distributed. A malathion resistant strain was challenged with a range of stressors including starvation, hyperoxia, malathion and a pathogen to determine the antioxidant responses and changes to some lifecycle parameters. Adult life span of the malathion-specific resistant strain of T. castaneum was significantly shorter than that of the susceptible. Starvation and/or high oxygen reduced adult life span of both strains. Starving, with and without 100% oxygen, gave longer lifespan for the resistant strain, but for oxygen alone there was a small extension. Under oxygen the proportional survival of the resistant strain to the adult stage was significantly higher, for both larvae and pupae, than the susceptible. The resistant strain when stressed with malathion and oxygen significantly increased catalase activity, but the susceptible did not. The resistant strain stressed with Paranosema whitei infection had significantly higher survival compared to the susceptible, and with low mortality. The malathion resistant strain of T. castaneum showed greater vigour than the susceptible in oxidative stress situations and especially where stressors were combined. The induction of the antioxidant enzyme catalase could have helped the resistant strain to withstand oxidative stresses, including insecticidal and importantly those from pathogens. These adaptations, in the absence of insecticide, seem to support the increased immunity of the insecticide resistant host to pathogens seen in other insect species, such as mosquitoes. By increasing the responses to a range of stressors the resistant strain could be considered as having enhanced fitness, compared to the susceptible.",16553
0,"We investigated the effects of a diamondback moth-resistant Chinese cabbage (Brassica campestris subsp napus variety pekinensis Makino), expressing the insecticidal protein CrylA(c) toxin derived from Bacillus thuringiensis, on the nontarget herbivore Mamestra brassicae (L.) (Lepidoptera: Noctuidae) and its parasitoid wasp Microplitis mediator (Haliday) (Hymenoptera: Braconidae). A decreased survival rate at neonate stage was observed in M. brassicae when reared on Bt cabbage, although overall development was not significantly affected. According to enzyme-linked immunosorbent assay test using CrylA(c) antibody, the Cry toxin was only detected in the alimentary canal, not in the hemolymph or remaining body parts of M. brassicae, indicating that the ingested Cry toxin is neither distributed inside the body nor transferred through the trophic level. As expected, no Cry toxin was found in the larvae and cocoons of M. mediator. In addition, no significant changes were observed in the parasitization rate, larval period, pupal period, cocoon weight, or adult emergence rate when M. mediator wasps were reared on the M. brassicae larvae fed with transgenic Chinese cabbage. In summary, no direct or indirect adverse effects of transgenic Chinese cabbage on the two nontarget insect species were observed, suggestive of low risk in herbivore-parasitoid food chain.",6094
1,"Nasonovia ribisnigri, a main pest of salad crops, has developed resistance to various insecticides in southern France, including the carbamate pirimicarb and the cyclodiene endosulfan, two insecticides widely used to control this aphid. Here we have investigated the mechanisms of resistance to these two insecticides by studying cross-resistance, synergism, activity of detoxifying enzymes, and possible modifications of the target proteins. Resistance to pirimicarb was shown to be mainly due to a decreased sensitivity of the target acetylcholinesterase; this modification conferred also, resistance to propoxur but not to methomyl and the two tested organophosphates (acephate and paraoxon). Endosulfan resistance was associated with a moderate level of resistance to dieldrin, and resistance to both insecticides was due, in part, to increased detoxification by glutathione S-transferases (GST). The endosulfan resistant strain displayed the same amino acid at position 302 of the Rdl gene (GABA receptor) as susceptible aphids (e.g. Ala), indicating that the Ala to Ser (or to Gly) mutation observed among dieldrin resistant strains of other insect species was not present.",4844
0,"BACKGROUND AND AIM: Camel farming remains a part of the culture of the Arabian Peninsula although modern methods have greatly increased camel densities in the entire region. In the United Arab Emirates (UAE), camel production is threatened by tick parasitism. However, no study has considered assessing the magnitude of the problem in the UAE. We conducted a study evaluating tick richness, abundance, and spatial distribution of ticks on camels in farms near Al Ain, UAE. In addition, we conducted a survey of farm owners to determine the control methods used to eliminate camel ticks. MATERIALS AND METHODS: Tick counts were made on 502 camels (Camelus dromedarius). For each examined animal, visual counts of ticks were made on the entire body segregating the counts by head, neck, forelegs, hump, abdomen, back legs, and tail area. In addition, a total of 70 camel owners from the study area were randomly selected and surveyed about the tick control methods. RESULTS: Hyalomma dromedarii was the only species found during the study. The prevalence of ticks was 98% among the sampled animals. The mean intensity (tick load) was 25.8±2.4 ticks/host and the maximum number of ticks per animal was 102. Ticks were found in five vicinities that are on the border with Oman. The highest number of ticks on the body of the camel occurred on the tail area followed by the abdomen. Cypermethrin was the most commonly used acaricide (46.9%). CONCLUSION: The high abundance of ticks reported in this study calls for the establishment of a good management strategy. In addition, finding ticks in vicinities in the UAE that are on the border with Oman suggests a cross-border movement between the two countries. Therefore, studying this movement is important to understand its role in the global circulation of some H. dromedarii tick-borne diseases and the movement of acaricide resistance alleles among tick populations.",8962
0,"A low odor formulation of ultra-low volume (ULV) malathion (Fyfanon EW®) mosquito adulticide was evaluated in the field for its efficacy using caged female Aedes aegypti. Cages were placed in three rows, 30 m apart at 30, 60, and 90 m from the spray line. The product was applied at the manufacturer's suggested operational rate of 0.28 liter/min (9.5 fl oz/min) and at the maximum label rate of 0.37 liter/min (12.6 fl oz/min) with a Guardian 190ES truck mounted ULV sprayer. At 1 h post-treatment for the manufacturer's suggested operational rate, adult mortality ranged from 85% at 30 m to 46% at 90 m (overall average 65.5%). At 24 h post-treatment, mortality was significantly greater at each distance with complete control of caged mosquitoes at 30 m and >95% at 90 m. Overall, 24-h average mortality at this rate was 96.8%. At the maximum label rate, mosquito mortality at 1 h was considerably greater at all distances and ranged from about 89% to 75% with an overall average of 84.3%. At 24 h post-treatment, complete mortality was recorded at all transect distances at this higher rate. In conclusion, our results showed that at 24 h, Fyfanon EW® was considered very effective when applied by ULV truck mounted ground equipment for area-wide control of mosquitoes.",19697
1,"A comparative analysis of esterases in susceptible and resistant ticks revealed six types of esterases (EST-1b, EST-2b, EST-3b, EST-4b, EST-5b and EST-6b) in Rhipicephalus microplus and four types (EST-1h, EST-2h, EST-3h, EST-4h) in Hyalomma anatolicum using 伪-naphthyl acetate substrate. Inhibition studies with eserine sulfate, p-chloromercuribenzoate, copper sulphate and phenylmethylsulfonyl fluoride revealed a marked variation in band intensity between susceptible and resistant ticks, with the latter being more intense. Qualitative expression of EST-4b along with an extra band of EST-5b and EST-6b were indicative of deltamethrin and diazinon resistance in R. microplus, whereas qualitative expression of EST-4h was probably responsible for diazinon resistance in H. anatolicum. The data suggest that increased esterase activity may represent a detoxification strategy leading to the development of resistance in these tick populations.",9461
0,"Transgenic potato, Solanum tuberosum L., plants containing a synthetic cry1Ac gene coding for the Bacillus thuringiensis (Bt) crystalline insecticidal protein were produced and evaluated for resistance to Tecia solanivora Povolny (Lepidoptera: Gelechiidae), the larvae of which attack potato tubers. In total, 43 transgenic lines of commercial Andean potato varieties Diacol Capiro, Pardo Pastusa, and Pandeaz煤car were obtained. These transgenic lines were found to have one to four copies of cry1Ac per genome and expression levels of Cry1Ac protein varying from 0.02 to 17 microg/g fresh tuber tissue. Bioassays of T. solanivora larvae on these transgenic potato tubers showed 83.7-100% mortality, whereas the mortality levels on nontransgenic lines were 0-2.67%. Our data indicate the capability of Bt transgenic technology to control the T. solanivora while reducing the use of chemical insecticides. Further studies under controlled field conditions will be helpful in exploring the potential of CrylAc potatoes in the insect pest management strategies.",6197
0,"BACKGROUND: The effects of foliar applications of microdoses of sucrose to reduce the damage by the codling moth have been reported from nine trials carried in France and Algeria from 2009 to 2014. The activity of sucrose alone was assessed by comparison with an untreated control and some treatments with the Cydia pomonella granulovirus or a chemical insecticide. The addition of sucrose to these different treatments was also investigated. RESULTS: The application of sucrose at 0.01% reduced the means of infested fruits with a value of Abbott's efficacy of 41.0 ± 10.0%. This involved the induction of resistance by antixenosis to insect egg laying. Indeed, it seems that acceptance of egg laying on leaves treated with sucrose was reduced. The addition of sucrose to thiacloprid improved its efficacy (59.5% ± 12.8) by 18.4%. However, the sucrose had no added value when associated with C. pomonella granulovirus treatments. CONCLUSION: Foliar applications of microdoses of sucrose every 20 days in commercial orchards can partially protect against the codling moth. Its addition to thiacloprid increases the efficacy in integrated control strategies, contrary to C. pomonella granulovirus treatments. This work opens a route for the development of new biocontrol strategies. © 2016 Society of Chemical Industry.",15667
